date;price;market_cap;total_volume
28/06/2014;5,948,717,000,000,000;77,092,100,525,650,000;13,624,207,397,432,700
29/06/2014;5,984,883;77,584,881,148,425;8,878,656,403,461,740
30/06/2014;6,377,549,999,999,990;8,269,625,590,124,990;4,701,597,405,882,840
01/07/2014;6,439,350,000,000,000;8,351,853,048,375,000;38,496,541,685,756,700
02/07/2014;6,481,075,000,000,000;8,408,206,448,562,500;25,992,122,167,154,100
03/07/2014;6,402,838,000,000,000;8,308,930,858,410,000;1,853,908,374,715,480
04/07/2014;6,271,288;R$ 8.140.821.665,68;22,418,156,550,761,500
05/07/2014;6,275,812,999,999,990;8,149,049,043,304,990;9,292,051,769,341,230
06/07/2014;6,310,025;8,195,697,095,937,500;11,187,211,133,814,600
07/07/2014;6,194,950,000,000,000;8,048,556,476,875,000;1,852,591,064,620,540
08/07/2014;6,200,474,999,999,990;8,058,075,305,249,990;9,269,839,610,474,600
09/07/2014;R$ 620,16;R$ 8.060.033.472,00;9,329,941,299,859,980
10/07/2014;6,151,275,000,000,000;7,994,627,579,250,000;15,009,203,935,868,400
11/07/2014;6,308,350,000,000,000;8,198,773,244,500,000;1,583,682,682,458,830
12/07/2014;6,336,389,951,679,740;8,235,215,928,499,600;13,267,457,870,885,200
13/07/2014;6,274,623,228,193,350;8,154,939,570,986,050;11,435,029,121,800,000
14/07/2014;6,182,050,265,064,780;8,034,625,267,996,750;26,460,770,793,567,200
15/07/2014;6,189,524,999,999,990;8,044,339,956,749,990;10,776,372,317,991,600
16/07/2014;6,141,474,999,999,990;7,981,890,813,249,990;13,679,053,322,608,300
17/07/2014;6,228,950,000,000,000;8,095,579,446,500,000;14,637,445,280,315,400
18/07/2014;6,270,188,000,000,000;8,173,252,759,880,000;14,086,517,690,069,700
19/07/2014;6,261,763,000,000,000;8,165,088,481,480,000;7,640,657,031,253,540
20/07/2014;6,205,138;8,093,609,698,919,990;476,757,026,288,198
21/07/2014;6,199,088,000,000,000;80,880,740,953,600,000;8,225,443,991,691,390
22/07/2014;6,190,062,999,999,990;8,078,589,320,669,990;76,985,809,229,142,600
23/07/2014;6,179,425,000,000,000;8,066,930,366,250,000;9,043,046,013,458,890
24/07/2014;5,998,088;R$ 7.832.303.310,40;24,703,385,252,356,200
25/07/2014;6,000,963,000,000,000;7,837,677,745,410,000;20,256,797,398,241,400
26/07/2014;5,937,750,000,000,000;7,758,026,640,000,000;1,144,345,228,870,570
27/07/2014;5,903,788;R$ 7.715.896.688,72;930,014,074,662,901
28/07/2014;5,852,787,999,999,990;7,651,364,384,369,990;2,311,789,815,816,100
29/07/2014;5,817,138;R$ 7.607.013.191,22;11,790,372,332,249,200
30/07/2014;5,607,912,999,999,990;7,335,781,094,212,490;18,397,948,917,774,300
31/07/2014;5,831,821,057,431,890;7,630,850,376,333,770;23,252,091,391,060,700
01/08/2014;5,938,655,273,953,660;7,773,046,501,525,210;22,927,176,796,534,800
02/08/2014;5,882,306,991,611,410;7,701,689,838,349,340;9,260,582,608,232,370
03/08/2014;5,855,731,940,766,990;7,669,135,008,183,710;9,179,432,125,804,090
04/08/2014;5,863,686,859,113,960;7,681,459,103,873,590;1,132,598,278,547,030
05/08/2014;5,824,186,267,649,760;7,631,722,475,814,860;13,046,784,254,992,400
06/08/2014;5,833,249,999,999,990;7,645,917,854,374,990;12,769,922,201,948,300
07/08/2014;5,872,031,590,188,050;7,699,128,899,554,040;11,942,668,461,052,500
08/08/2014;5,909,072,702,245,190;7,749,970,439,220,900;12,277,588,527,439,300
09/08/2014;5,881,078,559,835,750;7,716,004,475,897,310;7,934,876,355,063,620
10/08/2014;5,885,004,825,541,750;7,723,612,745,649,570;8,504,716,676,129,550
11/08/2014;5,734,063;7,528,222,642,385;16,394,404,861,505,600
12/08/2014;5,674,023,482,208,200;7,451,879,444,947,210;15,825,348,317,337,900
13/08/2014;5,436,674,999,999,990;7,142,146,355,812,490;36,644,669,931,792,600
14/08/2014;5,037,087,999,999,990;6,619,438,824,319,990;4,626,562,462,553,170
15/08/2014;4,922,844,982,828,290;6,470,895,123,240,930;31,123,413,362,281,200
16/08/2014;5,210,463,000,000,000;6,851,511,348,007,500;27,941,383,427,219,400
17/08/2014;4,947,813;R$ 6.508.254.263,94;2,859,611,180,240,410
18/08/2014;4,598,863,000,000,000;6,051,494,358,652,500;60,758,484,534,893,300
19/08/2014;4,841,549,999,999,990;6,373,125,926,999,990;4,517,328,402,810,880
20/08/2014;5,141,863,000,000,000;6,770,599,523,880,000;55,122,051,107,402,100
21/08/2014;R$ 515,61;R$ 6.791.368.598,25;4,711,110,407,847,080
22/08/2014;5,158,263,000,000,000;6,796,320,998,280,000;3,415,995,760,252,420
23/08/2014;4,965,688,000,000,000;6,544,627,813,360,000;23,986,341,558,129,900
24/08/2014;5,081,138;R$ 6.698.642.065,23;18,509,793,266,628,200
25/08/2014;5,003,863;6,598,469,041,525;15,737,842,720,394,500
26/08/2014;5,106,387,999,999,990;6,735,887,474,679,990;21,288,943,923,400,800
27/08/2014;5,104,463;67,354,793,012,325;2,150,598,892,038,190
28/08/2014;5,069,150,000,000,000;6,691,049,888,250,000;1,846,724,848,861,220
29/08/2014;5,080,963;67,088,400,331,625;1,600,172,362,834,560
30/08/2014;5,015,300,000,000,000;6,624,308,546,000,000;10,747,408,658,269,200
31/08/2014;4,800,262,999,999,990;6,342,575,501,242,490;43,358,429,758,384,000
01/09/2014;4,758,200,000,000,000;6,288,710,716,500,000;19,343,751,807,486,500
02/09/2014;4,746,938;6,275,487,638,035;21,083,352,224,831,200
03/09/2014;4,747,263,000,000,000;6,277,994,218,035,000;1,423,366,371,176,930
04/09/2014;4,895,475,000,000,000;6,475,917,910,312,500;23,597,497,056,552,600
05/09/2014;4,802,425,000,000,000;6,354,592,772,125,000;1,405,880,304,997,310
06/09/2014;4,823,588;R$ 6.384.706.079,29;9,776,900,705,157,380
07/09/2014;4,806,025;63,633,332,958,125;7,748,654,382,831,840
08/09/2014;4,711,250,000,000,000;6,239,603,056,250,000;27,618,107,417,669,400
09/09/2014;4,717,538;R$ 6.249.605.640,88;2,021,860,930,319,990
10/09/2014;4,771,138;R$ 6.322.521.232,08;20,792,329,424,092,700
11/09/2014;4,763,775,000,000,000;6,314,752,955,062,500;1,457,919,313,186,870
12/09/2014;4,736,874,999,999,990;6,280,918,617,187,490;1,339,585,732,409,970
13/09/2014;4,760,013;63,137,645,434,275;14,007,703,004,896,300
14/09/2014;R$ 474,80;R$ 6.299.010.306,00;11,468,703,326,540,600
15/09/2014;4,730,313;62,780,832,393,825;12,723,496,884,358,400
16/09/2014;4,625,925;61,415,052,429,375;1,695,683,282,370,950
17/09/2014;4,546,238,000,000,000;6,037,835,956,610,000;23,179,362,991,400,600
18/09/2014;R$ 423,57;R$ 5.627.251.629,25;4,833,834,798,438,920
19/09/2014;3,932,624,999,999,990;5,226,301,319,999,990;477,667,621,622,319
20/09/2014;4,085,025;5,430,693,510,375;4,784,791,531,720,250
21/09/2014;R$ 396,62;R$ 5.274.312.253,00;3,284,384,015,919,740
22/09/2014;3,983,113,000,000,000;5,298,466,363,772,500;242,252,992,144,736
23/09/2014;4,337,512,999,999,990;5,771,559,860,494,990;57,448,184,246,617,500
24/09/2014;R$ 420,92;R$ 5.602.424.154,00;32,689,372,436,466,000
25/09/2014;4,079,775;54,319,654,265,625;3,073,350,996,720,740
26/09/2014;R$ 402,88;R$ 5.365.475.264,00;23,707,503,068,168,800
27/09/2014;3,980,074,999,999,990;5,301,867,857,687,490;1,669,872,005,207,720
28/09/2014;3,759,887,999,999,990;5,009,825,166,719,990;2,950,474,482,791,440
29/09/2014;3,730,888;R$ 4.972.406.272,54;3,766,836,303,976,920
30/09/2014;3,873,512,999,999,990;5,164,012,591,079,990;3,451,903,881,008,940
01/10/2014;3,808,949,999,999,990;5,079,406,227,749,990;26,019,381,155,069,000
02/10/2014;3,718,413;49,599,446,205,375;19,867,284,508,463,300
03/10/2014;3,561,899,999,999,990;4,752,500,693,999,990;29,080,111,339,532
04/10/2014;3,278,813;4,376,051,376,385;4,497,121,861,630,970
05/10/2014;3,251,099,999,999,990;4,340,421,693,749,990;8,180,969,699,023,300
06/10/2014;R$ 328,73;R$ 4.390.074.094,50;7,599,758,013,997,820
07/10/2014;3,317,238;R$ 4.431.199.692,78;4,392,470,445,993,860
08/10/2014;3,533,901,000,000,000;4,721,892,499,170,000;50,777,426,825,353,200
09/10/2014;R$ 358,40;4,790,047,733,625;8,003,654,833,990,290
10/10/2014;3,575,549,999,999,990;4,780,224,305,999,990;4,204,608,075,021,410
11/10/2014;R$ 359,52;R$ 4.807.704.216,25;32,266,988,405,666,100
12/10/2014;3,741,675,000,000,000;5,005,060,917,937,500;30,739,066,019,255,000
13/10/2014;3,870,387,999,999,990;5,178,714,607,579,990;5,543,574,792,234,490
14/10/2014;3,982,888;R$ 5.330.587.769,78;7,141,712,006,933,360
15/10/2014;3,921,900,000,000,000;5,250,404,406,000,000;4,925,772,414,281,860
16/10/2014;3,793,912,999,999,990;50,805,047,765,599,900;489,418,486,690,588
17/10/2014;3,802,925;50,938,754,278,125;3,806,363,590,178,970
18/10/2014;3,891,163;5,213,672,024,625;43,799,624,062,763,600
19/10/2014;R$ 386,95;R$ 5.185.875.584,50;3,287,016,609,728,560
20/10/2014;3,797,699,999,999,990;5,090,987,746,499,990;32,186,402,177,928,000
21/10/2014;3,824,137,999,999,990;5,127,920,489,029,990;33,195,457,629,108,400
22/10/2014;3,794,425,000,000,000;5,089,595,057,375,000;22,279,085,760,041,600
23/10/2014;3,562,000,000,000,000;4,779,135,400,000,000;48,354,309,486,003,200
24/10/2014;3,543,175,000,000,000;4,755,312,883,375,000;3,265,070,135,283,570
25/10/2014;3,470,304,940,564,090;4,658,797,625,083,780;35,098,508,122,770,200
26/10/2014;3,501,888,000,000,000;4,702,361,470,560,000;27,618,300,827,371,800
27/10/2014;R$ 348,29;R$ 4.678.274.816,25;4,032,214,737,977,850
28/10/2014;3,515,638,000,000,000;4,723,453,013,090,000;26,517,269,319,478,100
29/10/2014;3,331,474,999,999,990;4,477,252,539,374,990;43,376,134,310,925,000
30/10/2014;3,436,674,999,999,990;4,620,136,994,687,490;5,985,484,707,670,030
31/10/2014;3,365,879,758,057,800;4,526,519,245,630,090;30,524,273,859,307,800
01/11/2014;3,239,763;43,582,506,787,125;3,856,997,259,373,850
02/11/2014;3,239,849,999,999,990;4,359,606,956,999,990;2,871,135,070,534,250
03/11/2014;R$ 324,00;R$ 4.361.102.298,00;4,077,230,042,284,780
04/11/2014;3,280,083;44,164,923,559,725;35,073,797,880,440,400
05/11/2014;3,375,933;4,546,689,684,735;44,434,915,106,879,300
06/11/2014;3,478,183;R$ 4.685.738.573,94;4,313,110,262,856,430
07/11/2014;3,412,317;R$ 4.598.267.773,35;4,026,347,629,477,710
08/11/2014;3,441,783;R$ 4.639.316.977,02;3,021,277,572,296,770
09/11/2014;3,634,241,291,015,930;490,009,296,069,292;5,146,602,586,583,110
10/11/2014;3,637,649,999,999,990;4,906,043,990,249,990;62,274,660,836,041,600
11/11/2014;R$ 366,15;R$ 4.939.381.807,50;4,567,977,363,975,140
12/11/2014;4,185,783;R$ 5.648.170.006,71;23,461,799,894,235,300
13/11/2014;4,147,083;5,597,421,602,175;3,388,497,441,846,640
14/11/2014;R$ 395,25;R$ 5.336.222.507,25;2,634,999,685,892,320
15/11/2014;3,773,267;50,956,555,859,875;991,793,503,470,273
16/11/2014;3,876,233;52,361,802,763,025;9,573,130,128,432,410
17/11/2014;R$ 384,90;R$ 5.200.788.045,00;15,282,408,908,328,900
18/11/2014;3,748,683;5,066,663,712,555;10,944,063,305,073,100
19/11/2014;3,767,883;50,939,423,233,125;843,678,653,742,223
20/11/2014;3,553,888,345,541,610;4,805,825,477,746,420;937,225,020,366,924
21/11/2014;3,493,882,854,323,940;472,579,974,463,716;10,062,447,755,914,800
22/11/2014;3,515,500,000,000,000;4,756,418,767,500,000;6,885,635,494,119,310
23/11/2014;3,667,817;49,637,942,892,375;7,106,386,931,374,640
24/11/2014;3,777,417;R$ 5.113.527.167,07;11,684,854,838,822,300
25/11/2014;R$ 375,25;R$ 5.080.998.638,00;11,557,030,247,559,400
26/11/2014;3,657,660,000,000,000;4,953,852,406,650,000;9,228,220,367,741,970
27/11/2014;R$ 368,45;R$ 4.991.429.534,40;7,097,403,626,141,810
28/11/2014;R$ 376,95;5,108,072,424,775;9,125,423,281,791,140
29/11/2014;3,749,649,999,999,990;5,082,659,949,124,990;10,095,256,051,474,900
30/11/2014;R$ 376,47;R$ 5.104.546.200,80;7,492,694,390,674,320
01/12/2014;R$ 379,49;5,146,696,228,575;6,412,083,050,054,460
02/12/2014;3,813,768,000,000,000;5,173,729,065,540,000;6,684,125,126,995,940
03/12/2014;R$ 374,10;R$ 5.076.166.196,70;7,477,291,271,073,520
04/12/2014;3,682,282,000,000,000;4,997,777,244,500,000;6,263,954,833,058,210
05/12/2014;R$ 376,38;5,109,881,265,075;5,785,746,342,592,920
06/12/2014;R$ 373,67;5,074,368,104,025;4,842,893,375,856,510
07/12/2014;R$ 374,45;R$ 5.086.108.461,60;38,514,374,875,024,500
08/12/2014;R$ 361,43;4,910,799,206,825;66,593,741,913,184,200
09/12/2014;3,509,280,000,000,000;4,769,269,437,600,000;8,892,486,965,991,850
10/12/2014;3,469,798,718,363,180;4,716,905,099,220,480;5,969,695,062,553,660
11/12/2014;3,469,089,999,999,990;4,717,173,182,024,990;11,850,289,882,834,300
12/12/2014;R$ 351,50;R$ 4.780.796.277,10;5,069,821,839,649,160
13/12/2014;R$ 347,48;R$ 4.727.528.507,10;3,873,500,441,273,050
14/12/2014;R$ 350,13;4,764,706,150,575;4,435,413,528,957,540
15/12/2014;R$ 344,62;R$ 4.690.951.072,25;30,644,200,622,725,700
16/12/2014;3,285,340,000,000,000;4,473,187,530,400,000;7,179,867,948,126,570
17/12/2014;R$ 318,83;R$ 4.342.046.795,70;7,623,946,027,345,970
18/12/2014;R$ 309,77;4,219,673,038,875;9,097,623,579,233,610
19/12/2014;R$ 317,54;R$ 4.326.569.823,50;606,076,693,459,044
20/12/2014;3,287,740,000,000,000;4,480,153,981,900,000;6,432,849,385,057,990
21/12/2014;R$ 319,50;R$ 4.353.792.201,85;5,802,478,631,176
22/12/2014;R$ 329,89;R$ 4.498.284.260,25;5,112,686,696,604,780
23/12/2014;R$ 333,97;R$ 4.555.334.101,50;5,857,179,310,819,220
24/12/2014;R$ 322,19;R$ 4.395.934.387,50;3,797,479,161,572,060
25/12/2014;R$ 318,17;R$ 4.342.234.118,20;7,536,282,506,098,930
26/12/2014;3,277,169,708,710,150;4,473,844,613,694,200;9,325,649,021,344,970
27/12/2014;R$ 314,57;R$ 4.295.536.138,80;1,458,629,610,588,070
28/12/2014;R$ 316,49;4,322,768,586,675;6,705,162,038,671,440
29/12/2014;3,126,329,999,999,990;42,716,453,638,499,900;9,947,118,446,915,880
30/12/2014;R$ 310,08;4,237,996,980,525;7,160,976,301,677,340
31/12/2014;R$ 317,38;4,338,943,850,325;7,103,611,134,880,370
01/01/2015;3,139,920,000,000,000;42,939,583,470,000,000;4,699,936,408,867,290
02/01/2015;R$ 314,45;R$ 4.301.448.334,70;3,885,590,630,053,600
03/01/2015;R$ 286,57;R$ 3.921.358.112,10;11,877,894,140,912,900
04/01/2015;R$ 260,94;R$ 3.571.639.780,80;20,550,014,896,968,700
05/01/2015;R$ 273,22;R$ 3.740.880.426,50;15,503,812,545,582,100
06/01/2015;2,853,738,000,000,000;39,084,082,213,500,000;9,700,289,597,640,780
07/01/2015;2,958,725;40,532,387,424,375;11,067,423,297,875,200
08/01/2015;2,844,525;R$ 3.897.824.162,25;8,657,054,447,058,570
09/01/2015;2,895,738,000,000,000;39,689,926,142,850,000;834,784,002,771,182
10/01/2015;R$ 274,53;3,763,909,199,925;9,268,383,563,260,380
11/01/2015;R$ 267,18;R$ 3.664.201.453,60;7,325,673,791,089,570
12/01/2015;268,353,667,700,943;3,681,154,854,371,070;7,898,221,488,677,160
13/01/2015;R$ 221,44;R$ 3.038.251.389,30;2,157,522,199,219,910
14/01/2015;1,721,479;23,626,395,498,525;2,360,069,208,178,310
15/01/2015;2,105,559;2,890,521,922,995;25,763,751,729,041,300
16/01/2015;R$ 205,82;R$ 2.826.188.131,00;1,762,174,654,940,400
17/01/2015;1,994,914;2,740,019,366,285;10,643,148,113,147,700
18/01/2015;2,089,892;R$ 2.871.292.169,34;1,186,642,327,276,140
19/01/2015;R$ 214,55;2,948,379,298,875;10,554,532,733,818,100
20/01/2015;2,105,137;2,893,626,589,035;9,431,213,793,638,830
21/01/2015;2,240,451;3,080,429,686,665;9,916,646,919,882,470
22/01/2015;2,320,423,000,000,000;31,912,023,381,525,000;15,122,988,642,783,500
23/01/2015;R$ 232,90;R$ 3.203.686.663,50;1,260,382,192,115,570
24/01/2015;R$ 248,10;R$ 3.413.521.852,00;13,493,334,506,544,700
25/01/2015;2,538,388,999,999,990;34,933,245,958,274,900;14,242,684,488,892,200
26/01/2015;2,712,882,000,000,000;37,343,363,306,400,000;4,017,559,465,274,640
27/01/2015;2,592,356;R$ 3.568.728.002,06;3,399,517,447,443,280
29/01/2015;2,325,329,422,304,940;3,203,612,158,433,070;16,197,156,554,864,200
30/01/2015;2,286,354;3,150,704,413,815;10,583,253,260,469,300
31/01/2015;2,180,233;R$ 3.005.342.178,85;9,245,919,563,435,930
01/02/2015;2,262,697;R$ 3.119.897.131,48;1,008,441,543,350,740
02/02/2015;2,400,193;R$ 3.310.466.195,25;10,804,383,120,772,200
03/02/2015;2,260,119;31,179,980,191,275;13,579,023,188,905,900
04/02/2015;2,253,083;3,109,175,682,095;8,315,550,515,562,130
05/02/2015;2,169,136;R$ 2.994.172.300,44;7,414,216,801,402,430
06/02/2015;2,224,872;R$ 3.072.075.446,70;8,816,494,684,338,230
07/02/2015;2,272,050,999,999,990;3,138,151,161,072,490;8,069,416,019,495,530
08/02/2015;2,229,061;30,794,979,253,725;7,697,924,031,280,210
09/02/2015;2,200,922;3,041,547,650,985;7,915,458,847,482,520
10/02/2015;2,206,493;30,499,966,602,725;6,670,897,392,079,520
11/02/2015;2,190,956;R$ 3.029.418.429,03;6,515,087,375,436,820
12/02/2015;2,220,401,587,875,250;30,708,098,450,275,100;5,163,248,143,908,260
13/02/2015;2,356,774;3,260,249,204,835;1,370,458,162,260,810
14/02/2015;2,590,086,000,000,000;35,840,444,529,300,000;1,654,354,337,487,840
15/02/2015;2,329,962;R$ 3.224.923.703,82;1,999,653,876,619,370
16/02/2015;2,359,199;3,266,299,219,505;12,897,620,499,927,500
17/02/2015;2,424,568;R$ 3.357.729.670,42;1,214,687,675,434,640
18/02/2015;2,346,238;R$ 3.250.184.845,45;8,882,147,177,949,800
19/02/2015;2,402,988;R$ 3.329.826.479,07;713,960,848,246,788
20/02/2015;2,440,821;3,383,185,375,785;8,048,217,209,597,990
21/02/2015;2,441,459;33,849,547,269,025;64,143,296,199,941,600
22/02/2015;2,355,529,999,999,990;32,667,020,034,249,900;7,418,047,606,972,590
23/02/2015;2,381,319;33,033,121,371,225;6,175,569,892,656,740
24/02/2015;2,387,314;3,312,404,143,285;5,873,210,348,183,350
25/02/2015;R$ 237,38;R$ 3.294.575.196,45;5,758,461,005,522,570
26/02/2015;2,361,711,557,723,400;3,278,687,399,961,780;4,499,104,450,687,960
27/02/2015;2,538,991;3,525,782,547,105;13,718,649,471,170,800
28/02/2015;2,535,991;3,522,504,178,955;8,588,443,030,666,410
01/03/2015;2,577,075;35,804,655,939,375;5,810,606,044,444,850
02/03/2015;2,699,614,999,999,990;37,517,966,952,874,900;9,365,828,866,772,270
03/03/2015;2,806,241,999,999,990;39,010,832,850,899,900;12,875,496,589,965,000
04/03/2015;2,730,192,999,999,990;3,796,353,842,947,490;11,955,391,998,697,200
05/03/2015;2,748,255;38,223,348,897,375;9,854,301,835,211,960
06/03/2015;2,723,412,999,999,990;3,788,784,931,469,990;747,044,920,402,275
07/03/2015;2,755,846,387,340,830;38,348,773,714,562,200;5,005,969,467,622,340
08/03/2015;R$ 274,58;R$ 3.821.054.905,80;4,505,057,522,814,660
09/03/2015;2,892,957,000,000,000;40,278,061,719,600,000;11,106,214,112,648,000
10/03/2015;2,903,057;40,430,221,651,175;12,928,534,754,407,700
11/03/2015;R$ 295,96;R$ 4.122.115.211,90;7,379,432,612,201,190
12/03/2015;2,939,203;4,095,470,764,185;65,277,495,588,918,400
13/03/2015;2,880,364,999,999,990;40,145,231,205,749,900;6,773,932,734,903,460
14/03/2015;2,814,887;39,241,987,806,125;6,324,419,182,668,230
15/03/2015;2,852,645;39,778,636,886,375;3,220,395,661,897,760
16/03/2015;2,900,955,000,000,000;40,461,867,625,125,000;6,081,826,622,008,960
17/03/2015;2,843,491;39,670,040,551,925;5,054,013,074,794,690
18/03/2015;2,556,062;3,566,978,130,845;12,364,876,777,025,500
19/03/2015;2,600,037;R$ 3.629.235.646,08;13,319,435,506,279,500
20/03/2015;2,609,075;36,427,187,654,375;5,940,446,450,294,680
21/03/2015;2,594,899;R$ 3.623.906.198,45;5,414,821,513,499,700
22/03/2015;2,677,980,999,999,990;37,409,051,336,624,900;5,150,330,706,679,210
23/03/2015;2,660,272;R$ 3.717.118.257,44;7,304,064,964,393,180
24/03/2015;2,451,679;34,267,301,258,925;15,399,118,432,363,800
25/03/2015;2,462,715;3,443,109,527,925;1,758,759,575,910,760
26/03/2015;2,475,595;34,620,267,726,875;14,867,559,325,572,300
27/03/2015;2,471,476;R$ 3.457.360.133,78;9,032,594,105,609
28/03/2015;2,520,497;3,526,137,495,545;8,212,575,855,914,590
29/03/2015;2,419,136,999,999,990;33,843,363,759,449,900;844,728,557,931,449
30/03/2015;2,465,418;R$ 3.449.082.800,73;9,664,174,112,450,410
31/03/2015;2,432,692,000,000,000;34,032,996,176,200,000;7,654,551,349,477,830
01/04/2015;2,467,755;3,456,621,444,825;7,823,080,004,911,810
02/04/2015;R$ 252,34;3,535,619,144,775;9,520,609,335,512,500
03/04/2015;2,536,226,999,999,990;35,545,221,404,999,900;9,424,330,229,425,730
04/04/2015;2,533,213;3,551,247,974,375;6,395,913,120,365,660
05/04/2015;2,597,117,999,999,990;36,417,957,299,099,900;8,296,930,875,347,460
06/04/2015;2,554,233;35,824,714,220,625;8,383,252,403,554,010
07/04/2015;2,532,085;R$ 3.551.882.233,75;885,080,434,273,131
08/04/2015;2,442,709;3,427,768,044,885;10,654,866,228,337,500
09/04/2015;2,432,006,548,544,860;34,135,704,715,539,400;9,374,943,517,178,350
10/04/2015;2,345,253;32,925,182,760,975;11,071,060,309,814,600
11/04/2015;2,364,501;33,195,406,876,575;8,763,499,971,721,900
12/04/2015;2,357,386;3,309,551,885,795;62,271,722,260,468,900
13/04/2015;2,239,464;R$ 3.146.530.899,90;8,779,669,914,598
14/04/2015;2,179,995;30,637,922,229,375;1,095,394,150,915,320
15/04/2015;2,230,161;31,349,651,947,125;7,158,891,736,395,290
16/04/2015;2,279,995;3,205,775,569,775;8,847,119,253,868,680
17/04/2015;2,224,171,382,852,380;31,279,856,659,882,700;10,138,658,409,915,500
18/04/2015;2,229,536,999,999,990;31,363,677,316,949,900;7,016,537,402,114,580
19/04/2015;2,226,812;R$ 3.133.241.391,63;5,863,310,840,665,710
20/04/2015;2,243,086;3,157,115,506,425;63,561,423,223,313,800
21/04/2015;2,346,867,000,000,000;33,040,719,089,550,000;807,638,249,531,341
22/04/2015;2,337,807;3,292,205,018,715;7,251,558,286,551,490
23/04/2015;2,351,735;3,312,571,610,275;5,513,003,239,951,650
24/04/2015;2,309,863;32,542,909,101,525;7,328,264,618,860,610
25/04/2015;2,259,568;R$ 3.184.369.639,96;5,883,042,688,734,980
26/04/2015;2,185,065;R$ 3.080.176.877,25;9,699,996,363,035,090
27/04/2015;2,285,712;R$ 3.222.813.920,04;954,094,174,905,671
28/04/2015;2,256,422,999,999,990;31,824,082,296,824,900;7,164,396,512,343,470
29/04/2015;2,259,978;R$ 3.188.139.664,71;5,678,169,377,813,100
30/04/2015;2,362,208;R$ 3.333.116.826,64;1,037,858,272,593,270
01/05/2015;2,327,402,999,999,990;32,848,965,941,999,900;74,708,330,707,501
02/05/2015;2,351,563;3,319,854,338,695;6,143,142,638,713,980
03/05/2015;R$ 239,88;R$ 3.387.421.698,40;8,663,076,325,450,980
04/05/2015;2,389,705,999,999,990;33,752,924,455,799,900;8,413,846,279,309,110
05/05/2015;2,360,015,000,000,000;33,342,468,921,125,000;7,187,189,407,356,020
06/05/2015;2,298,152;R$ 3.246.886.599,40;7,062,321,373,756,030
07/05/2015;2,368,450,000,000,000;33,462,053,712,500,000;7,488,794,515,831,190
08/05/2015;R$ 243,66;R$ 3.442.447.010,25;7,988,234,622,687,140
09/05/2015;2,415,321;3,412,425,891,825;7,952,908,171,071,670
10/05/2015;2,395,548;R$ 3.384.490.103,10;6,781,063,980,677,210
11/05/2015;2,418,506;R$ 3.416.925.739,45;7,078,741,131,238,230
12/05/2015;2,415,189,000,000,000;34,122,393,989,250,000;6,088,293,762,553,390
13/05/2015;2,354,793;3,326,910,420,225;50,100,818,287,086,900
14/05/2015;R$ 236,70;R$ 3.344.213.288,00;56,975,125,501,362,800
15/05/2015;2,369,908;R$ 3.348.265.270,10;3,925,613,630,427,560
16/05/2015;2,359,781;3,333,957,591,325;26,856,157,042,346,700
17/05/2015;2,360,847;3,335,463,662,775;2,440,160,348,024,920
18/05/2015;2,324,757;3,284,474,808,525;3,377,280,185,844,160
19/05/2015;2,319,446,000,000,000;32,769,712,949,500,000;31,085,021,505,248,600
20/05/2015;R$ 234,05;R$ 3.306.688.656,00;28,778,007,286,285,800
21/05/2015;2,354,204,999,999,990;33,260,796,791,249,900;27,373,179,763,544,700
22/05/2015;2,409,352;R$ 3.419.033.119,26;5,451,847,895,936,300
23/05/2015;2,390,329,940,983,280;339,269,089,843,522;4,775,759,265,993,450
24/05/2015;2,412,417,000,000,000;34,249,265,080,275,000;29,761,665,976,133,600
25/05/2015;R$ 237,44;R$ 3.371.792.792,55;30,834,563,231,427,400
26/05/2015;2,374,971;33,734,266,206,825;30,268,982,762,250,700
27/05/2015;2,372,305;33,704,701,210,375;3,072,876,583,133,290
28/05/2015;2,374,891,000,000,000;33,749,279,139,625,000;26,801,090,327,187,900
29/05/2015;2,370,714;3,369,940,317,075;3,110,841,712,996,510
30/05/2015;2,334,572;R$ 3.319.341.161,04;31,403,744,863,089,000
31/05/2015;2,296,785;3,266,430,207,375;2,335,398,564,778,830
01/06/2015;2,233,178;R$ 3.176.729.202,67;4,360,226,482,379,080
02/06/2015;2,257,387;3,212,024,675,365;32,062,237,057,725,600
03/06/2015;2,254,831;3,208,477,948,985;3,047,219,611,636,240
04/06/2015;2,241,748;R$ 3.189.861.690,38;2,900,306,945,899,290
05/06/2015;2,247,413;3,197,922,617,155;32,252,691,587,104,300
06/06/2015;2,252,889;3,205,714,609,215;18,238,445,735,281,800
07/06/2015;2,236,157;3,181,906,060,795;24,133,822,467,004,900
08/06/2015;2,287,013,000,000,000;32,542,708,431,550,000;4,044,991,418,863,470
09/06/2015;2,295,263,999,999,990;32,660,114,798,399,900;3,674,685,638,036,800
10/06/2015;2,290,022;R$ 3.258.552.454,57;29,194,036,771,787,000
11/06/2015;2,299,343,000,000,000;32,718,156,317,050,000;2,883,323,341,266,860
12/06/2015;2,305,181;3,280,122,726,235;29,722,314,849,446,300
13/06/2015;2,326,301;3,310,175,113,435;29,012,321,272,587,700
14/06/2015;2,336,681;3,324,945,178,735;3,530,317,071,466,470
15/06/2015;2,372,013;3,375,220,318,155;46,839,294,423,419,000
